סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3649      ,שקד                      ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1032      ,128       ,287       ,382       ,98        ,58        ,79
3650      ,אפרת                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,12910     ,1495      ,3759      ,4782      ,959       ,873       ,1042
3651      ,מעלה מכמש                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1842      ,218       ,636       ,669       ,171       ,86        ,62
3652      ,בית אריה                 ,74        ,ראמאללה                  ,43        ,רמלה                     ,0         ,                         ,5587      ,444       ,1405      ,2015      ,802       ,462       ,459
3653      ,מעלה עמוס                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,867       ,208       ,276       ,316       ,19        ,30        ,18
3654      ,ברקן                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2084      ,174       ,489       ,735       ,337       ,145       ,204
3655      ,ניל"י                    ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,1935      ,165       ,578       ,667       ,273       ,153       ,99
3656      ,כרמל                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,526       ,84        ,167       ,193       ,34        ,34        ,14
3657      ,מעון                     ,77        ,חברון                    ,11        ,ירושלים                  ,78        ,הר חברון                 ,637       ,107       ,233       ,236       ,22        ,36        ,3
3658      ,עטרת                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,687       ,99        ,281       ,224       ,36        ,41        ,6
3659      ,פסגות                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2164      ,366       ,758       ,748       ,121       ,94        ,77
3660      ,עמנואל                   ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,4654      ,895       ,1383      ,1639      ,251       ,244       ,242
3709      ,מבוא חורון               ,74        ,ראמאללה                  ,43        ,רמלה                     ,73        ,מטה בנימין               ,2652      ,354       ,1114      ,850       ,199       ,47        ,88
